982,35,0,0
982,35,0,0
982,35,0,0
982,35,0,0
980,34,0,0
980,34,0,0
978,34,0,0
978,34,0,0
975,34,0,0
975,34,0,0
972,34,0,0
972,34,0,0
970,34,0,0
970,34,0,0
968,34,0,0
968,34,0,0
966,34,0,0
966,34,0,0
964,34,0,0
964,34,0,0
961,34,0,0
961,34,0,0
958,32,0,0
958,32,0,0
956,32,0,0
956,32,0,0
952,31,0,0
952,31,0,0
950,31,0,0
950,31,0,0
947,30,0,0
947,30,0,0
943,30,0,0
943,30,0,0
939,30,0,0
939,30,0,0
936,29,0,0
936,29,0,0
932,29,0,0
932,29,0,0
928,29,0,0
928,29,0,0
926,29,0,0
926,29,0,0
923,29,0,0
923,29,0,0
921,29,0,0
921,29,0,0
919,29,0,0
919,29,0,0
918,29,0,0
918,29,0,0
917,28,0,0
917,28,0,0
916,28,0,0
916,28,0,0
913,28,0,0
913,28,0,0
911,28,0,0
911,28,0,0
909,28,0,0
909,28,0,0
907,28,0,0
907,28,0,0
905,28,0,0
905,28,0,0
902,28,0,0
902,28,0,0
899,28,0,0
899,28,0,0
897,28,0,0
897,28,0,0
894,28,0,0
894,28,0,0
891,28,0,0
891,28,0,0
889,27,0,0
889,27,0,0
886,27,0,0
886,27,0,0
881,27,0,0
881,27,0,0
877,27,0,0
877,27,0,0
873,27,0,0
873,27,0,0
869,27,0,0
869,27,0,0
864,27,0,0
864,27,0,0
860,27,0,0
860,27,0,0
856,27,0,0
856,27,0,0
852,27,0,0
852,27,0,0
849,27,0,0
849,27,0,0
846,27,0,0
846,27,0,0
843,27,0,0
843,27,0,0
840,27,0,0
840,27,0,0
837,28,0,0
837,28,0,0
834,28,0,0
834,28,0,0
830,28,0,0
830,28,0,0
826,28,0,0
826,28,0,0
822,27,0,0
822,27,0,0
819,27,0,0
819,27,0,0
815,27,0,0
815,27,0,0
811,27,0,0
811,27,0,0
811,27,0,0
808,27,0,0
804,28,0,0
804,28,0,0
801,28,0,0
801,28,0,0
799,29,0,0
799,29,0,0
795,29,0,0
795,29,0,0
791,29,0,0
791,29,0,0
788,29,0,0
788,29,0,0
788,29,0,0
786,29,0,0
784,29,0,0
784,29,0,0
784,29,0,0
782,28,0,0
782,28,0,0
780,28,0,0
780,28,0,0
779,28,0,0
779,28,0,0
777,28,0,0
777,28,0,0
776,28,0,0
776,28,0,0
774,27,0,0
774,27,0,0
772,27,0,0
772,27,0,0
771,27,0,0
771,27,0,0
768,27,0,0
768,27,0,0
766,27,0,0
766,27,0,0
762,26,0,0
762,26,0,0
759,26,0,0
759,26,0,0
753,26,0,0
753,26,0,0
749,26,0,0
749,26,0,0
745,26,0,0
745,26,0,0
739,26,0,0
739,26,0,0
734,26,0,0
734,26,0,0
729,25,0,0
729,25,0,0
723,25,0,0
723,25,0,0
717,24,0,0
717,24,0,0
711,24,0,0
711,24,0,0
705,24,0,0
705,24,0,0
699,23,0,0
699,23,0,0
694,23,0,0
694,23,0,0
687,22,0,0
687,22,0,0
681,22,0,0
681,22,0,0
676,22,0,0
676,22,0,0
671,21,0,0
671,21,0,0
667,21,0,0
667,21,0,0
665,21,0,0
665,21,0,0
663,21,0,0
663,21,0,0
662,21,0,0
662,21,0,0
661,21,0,0
661,21,0,0
660,21,0,0
660,21,0,0
660,21,0,0
660,21,0,0
660,21,0,0
660,21,0,0
660,21,0,0
660,21,0,0
660,21,0,0
660,21,0,0
660,21,0,0
660,21,0,0
660,21,0,0
659,21,0,0
659,21,0,0
659,21,0,0
659,21,0,0
659,21,0,0
659,21,0,0
659,22,0,0
659,22,0,0
659,22,0,0
659,22,0,0
659,22,0,0
659,22,0,0
659,22,0,0
659,22,0,0
659,22,0,0
659,22,0,0
659,22,0,0
659,22,0,0
659,22,0,0
659,22,0,0
659,22,0,0
659,22,0,0
659,22,0,0
659,22,0,0
660,22,0,0
660,22,0,0
661,22,0,0
661,22,0,0
662,22,0,0
662,22,0,0
666,23,0,0
666,23,0,0
669,23,0,0
669,23,0,0
672,24,0,0
672,24,0,0
676,24,0,0
676,24,0,0
679,24,0,0
679,24,0,0
683,24,0,0
683,24,0,0
686,25,0,0
686,25,0,0
689,25,0,0
689,25,0,0
691,25,0,0
691,25,0,0
694,25,0,0
694,25,0,0
697,25,0,0
697,25,0,0
697,25,0,0
700,25,0,0
703,25,0,0
703,25,0,0
703,25,0,0
707,25,0,0
707,25,0,0
711,25,0,0
711,25,0,0
717,27,0,0
717,27,0,0
721,27,0,0
721,27,0,0
726,27,0,0
726,27,0,0
730,27,0,0
730,27,0,0
733,27,0,0
733,27,0,0
736,28,0,0
736,28,0,0
738,28,0,0
738,28,0,0
741,28,0,0
741,28,0,0
742,29,0,0
742,29,0,0
744,29,0,0
744,29,0,0
746,29,0,0
746,29,0,0
747,29,0,0
747,29,0,0
750,29,0,0
750,29,0,0
752,29,0,0
752,29,0,0
754,29,0,0
754,29,0,0
756,29,0,0
756,29,0,0
756,29,0,0
756,29,0,0
757,29,0,0
757,29,0,0
758,29,0,0
758,29,0,0
759,29,0,0
759,29,0,0
759,29,0,0
759,29,0,0
761,29,0,0
761,29,0,0
761,30,0,0
761,30,0,0
762,30,0,0
762,30,0,0
763,30,0,0
763,30,0,0
763,30,0,0
763,30,0,0
763,30,0,0
763,30,0,0
763,30,0,0
763,30,0,0
763,30,0,0
763,30,0,0
763,30,0,0
763,30,0,0
763,30,0,0
763,30,0,0
763,30,0,0
763,30,0,0
763,30,0,0
763,30,0,0
763,30,0,0
763,30,0,0
763,30,0,0
763,30,0,0
763,30,0,0
763,30,0,0
763,30,0,0
763,30,0,0
763,30,0,0
763,30,0,0
763,30,0,0
763,30,0,0
763,30,0,0
763,30,0,0
763,30,0,0
763,30,0,0
763,30,0,0
763,30,0,0
763,30,0,0
763,30,0,0
763,30,0,0
763,30,0,0
763,30,0,0
763,30,0,0
763,30,0,0
763,30,0,0
763,30,0,0
763,30,0,0
763,30,0,0
763,30,0,0
763,30,0,0
763,30,0,0
763,30,0,0
763,30,0,0
763,30,0,0
763,30,0,0
763,30,0,0
763,30,0,0
763,30,0,0
763,30,0,0
click
